bin,exam_exercise,animal,consult_idx,line,categories,n_categories
69e76f2b36566621a8d78dde,EX2,Mochi,0,Cuisson à l'eau pour le poisson et le riz (2 fois plus longtemps que pour les humains),cuisson,1
69e76f2b36566621a8d78dde,EX2,Mochi,0,Légumes cuits à la vapeur,cuisson,1
69e76f2b36566621a8d78dde,EX2,Mochi,0,Faire une transition alimentaire,transition_alimentaire,1
69e76f2b36566621a8d78dde,EX2,Mochi,0,Faire un suivi du poids toutes les 2 semaines pour voir si cela convient à Mochi,suivi_poids_et_clinique,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,Prévoir une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,Répartir la distribution de la ration au cours de la journée,distribution_repas,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,Utiliser une gamelle anti-glouton,distribution_repas,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,Donner l'alimentation sous forme de jeux,activite_physique,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,Surveiller le poids toutes les deux semaines + consultations de suivi,suivi_poids_et_clinique,1
69e76f2f36566621a8d78df2,EX1,Isopp,0,(Augmenter l'activité physique pour plus de dépense énergétique),activite_physique,1
69e76f2f36566621a8d78df2,EX2,Mochi,0,Prévoir une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f2f36566621a8d78df2,EX2,Mochi,0,Cuire le colin et le riz à l'eau (pour le riz cuire 2 fois plus longtemps que pour l'homme),cuisson,1
69e76f2f36566621a8d78df2,EX2,Mochi,0,Répartir l'alimentation en plusieurs prises alimentaires dans la journée,distribution_repas,1
69e76f2f36566621a8d78df2,EX2,Mochi,0,Donner l'alimentation sous forme de jeux,activite_physique,1
69e76f2f36566621a8d78df2,EX2,Mochi,0,Suivre le poids de Mochi toutes les 2 semaines + suivi vétérinaire en consultation,suivi_poids_et_clinique,1
69e76f40aaba882197210d42,EX1,Isopp,0,"La ration actuelle présente un déficit protéique, pouvant être lié au fait qu'Isopp ait constamment faim",,0
69e76f40aaba882197210d42,EX1,Isopp,0,Il faut effectuer une transition alimentaire avec la nouvelle ration sur 6 jours,transition_alimentaire,1
69e76f40aaba882197210d42,EX1,Isopp,0,Rajouter de l'exercice progressivement à Isopp,activite_physique,1
69e76f40aaba882197210d42,EX1,Isopp,0,"Il faut également faire un suivi vétérinaire avec notamment un suivi de l'évolution du poids, afin de pouvoir réadapter la ration si nécessaire",suivi_poids_et_clinique,1
69e76f40aaba882197210d42,EX2,Mochi,0,Faire une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f40aaba882197210d42,EX2,Mochi,0,"Bien cuire le colin, le riz et les haricots, à l'eau, sans ajouter quoi que ce soit",cuisson,1
69e76f40aaba882197210d42,EX2,Mochi,0,Faire un suivi régulier du poids de Mochi,suivi_poids_et_clinique,1
69e76f4daaba882197210d90,EX1,Isopp,0,Nouvelle ration à integrer par transition alimentaire,transition_alimentaire,1
69e76f4daaba882197210d90,EX1,Isopp,0,Donner 250 grammes par jours séparés en 2 ou 3 repas,,0
69e76f4daaba882197210d90,EX1,Isopp,0,Possibité d'utiliser une gamelle anti-glouton,distribution_repas,1
69e76f4daaba882197210d90,EX1,Isopp,0,Augmenter si possible l'activité sportive,activite_physique,1
69e76f4daaba882197210d90,EX1,Isopp,0,"Suivit de poid obligatoire chaque semaine, prendre rendez-vous avec le vétérinaire prochainement",suivi_poids_et_clinique,1
69e76f58aaba882197210db5,EX1,Isopp,0,Les croquettes Satiety Royal Canin sont plus riche en protéine ce qui permettra une meilleure satiété et aidera pour la perte de poids,objectif_poids;satiete_appetit,2
69e76f58aaba882197210db5,EX1,Isopp,0,Faire une transition alimentaire pendant 1 semaine,transition_alimentaire,1
69e76f58aaba882197210db5,EX1,Isopp,0,Faire un suivi du poids régulier,suivi_poids_et_clinique,1
69e76f58aaba882197210db5,EX2,Mochi,0,"Pour une ration ménagère, veuillez à la cuisson du riz (plus longtemps que pour un adulte) et du colin qui doit être cuit à la vapeur",cuisson,1
69e76f58aaba882197210db5,EX2,Mochi,0,Faire un suivit du poids et ajuster les quantités si besoin,,0
69e76f5d36566621a8d78ec5,EX1,Isopp,0,"Avec la ration actuelle, on observe une couverture trop grande du besoin énergétique et en même temps une ration un peu faible en protéines",,0
69e76f5d36566621a8d78ec5,EX1,Isopp,0,"On va chercher un aliment avec une densité énergétique plus faible pour calmer sa faim, et possiblement un peu plus riche en protéines",,0
69e76f5d36566621a8d78ec5,EX1,Isopp,0,"On pourrait partir sur une ration journalière de 325 g/j de Royal Canin Satiety, qui aurait une densité énergétique plus faible donc plus adaptée à sa faim tout en apportant une meilleur couverture pour les protéines (d'autres aliments sont toutefois envisageables mais moins idéal pour ces protéines justement, et on reste ici sur la même marque de croquettes)",,0
69e76f5d36566621a8d78ec5,EX1,Isopp,0,On pourrait éventuellement baisser un peu cette quantité pour diminuer l'énergie apportée mais proposer une ration comblant sa faim et avec un apport en énergie adapté est déjà un bon début,objectif_poids,1
69e76f5d36566621a8d78ec5,EX1,Isopp,0,Pour la transition alimentaire il est recommandé de la faire sous 6 jours en mélangeant avec ses anciennes croquettes,transition_alimentaire,1
69e76f5d36566621a8d78ec5,EX1,Isopp,0,Le faire manger en compagnie d'autres chiens permettrait également d'augmenter l'appétence pour cette nouvelle ration,transition_alimentaire,1
69e76f5d36566621a8d78ec5,EX1,Isopp,0,"Enfin, et ce d'autant plus si il a déjà tendance à avoir faim, proposer la ration dans divers jeux pour augmenter la difficulté d'accès à la nourriture et ainsi qu'il mange plus lentement serait une bonne idée",distribution_repas;activite_physique,2
69e76f5e36566621a8d78ec9,EX1,Isopp,0,transition alimentaire pendant 6jours,transition_alimentaire,1
69e76f5e36566621a8d78ec9,EX1,Isopp,0,diviser la ration et la donner en plusieurs fois,distribution_repas,1
69e76f5e36566621a8d78ec9,EX2,Mochi,0,"conseil de cuisson : cuire le riz, les haricots et le poisson à l'eau et à la vapeur (attention le riz doit cuire 2 fois plus longtemps que chez les humains)",cuisson,1
69e76f5e36566621a8d78ec9,EX2,Mochi,0,transition alimentaire pendant 6jours,transition_alimentaire,1
69e76f5e36566621a8d78ec9,EX2,Mochi,0,diviser les rations et les donner en plusieurs fois,distribution_repas,1
69e76f68aaba882197210dec,EX2,Mochi,0,Conseils pour la préparation :,,0
69e76f68aaba882197210dec,EX2,Mochi,0,Faire cuire le poulet et le riz à l'eau (deux fois plus que pour nous pour le riz),cuisson,1
69e76f68aaba882197210dec,EX2,Mochi,0,Faire cuire les haricots à la vapeur,cuisson,1
69e76f68aaba882197210dec,EX2,Mochi,0,Transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f68aaba882197210dec,EX2,Mochi,0,Suivi du poids toutes les deux semaines,suivi_poids_et_clinique,1
69e76f68aaba882197210dec,EX2,Mochi,0,Diviser la ration pour une prise en plusieurs fois dans la journée,distribution_repas,1
69e76f68aaba882197210dec,EX1,Isopp,0,Réaliser un suivi de poids toutes les deux semaines,suivi_poids_et_clinique,1
69e76f68aaba882197210dec,EX1,Isopp,0,Faire une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f68aaba882197210dec,EX1,Isopp,0,Fractionner la ration en plusierus fois dans la journée (idéalement 3),distribution_repas,1
69e76f84856a68218958de62,Ex1,Isopp,0,Ration actuelle trop riche énergétiquement,,0
69e76f84856a68218958de62,Ex1,Isopp,0,"La ration est pauvre en protéines ce qui peut expliquer le comportement ""glouton"" du chien qui ne ressent pas de sentiment de satiété",satiete_appetit,1
69e76f84856a68218958de62,Ex1,Isopp,0,On cherche un aliment moins dense en énergie et plus protéiné,,0
69e76f84856a68218958de62,Ex1,Isopp,0,On veut une perte de poid mais trop brutalement,objectif_poids,1
69e76f84856a68218958de62,Ex1,Isopp,0,"La transition alimentaire se fait sur 10 jours, on favorise une prise sociale, on peut humidifié si l'appétence est moindre (on a moins de lipides dans la nouvelle ration)",transition_alimentaire;aspects_sociaux,2
69e76f84856a68218958de62,Ex1,Isopp,0,On fait un suivi du poids tous les 15 jours pour voir s'il faut rajuster la ration,suivi_poids_et_clinique,1
69e76f84856a68218958de62,EX2,Mochi ,0,Attention à cuire plus longtemps les éléments que pour un être humain. La transition alimentaire doit se faire sur 10 jours et on fait un suivi du poid,transition_alimentaire;cuisson;suivi_poids_et_clinique,3
69e76f94aaba882197210e96,EX1,Isopp,0,Transition alimentaire sur 6 jours,transition_alimentaire,1
69e76f94aaba882197210e96,EX1,Isopp,0,Suivi du poids,suivi_poids_et_clinique,1
69e76f94aaba882197210e96,EX2,Mochi,0,"Cuisson à l'eau pour le colin, les haricots et le riz. Faire cuire le riz deux fois plus longtemps que pour une consommation humaine",cuisson,1
69e76f94aaba882197210e96,EX2,Mochi,0,Pas de transition alimentaire,transition_alimentaire,1
69e76f94aaba882197210e96,EX2,Mochi,0,Suivi de poids,suivi_poids_et_clinique,1
69e76fa6aaba882197210ef5,EX1,Isopp,0,"Découper la ration en trois repas, faire un suivi de poids toutes les deux semaines (avec les ASV ou le vétérinaire), utiliser des gamelles anti-gloutons ou autres jouets pour rallonger et complexifier la prise alimentaire, eau à volonté, faire une transition alimentaire sur 6j",transition_alimentaire;suivi_poids_et_clinique;hydratation_eau;morceaux_decoupe,4
69e76fa6aaba882197210ef5,EX2,Mochi,0,"Cuire le poisson et le riz à l'eau (cuire le riz deux fois plus longtemps que chez l'homme), faire une transition alimentaire sur 6j, faire un suivi avec le vétérinaire (ou une ASV), découper la ration en plusieurs repas, eau à volonté",transition_alimentaire;cuisson;distribution_repas;suivi_poids_et_clinique;hydratation_eau;morceaux_decoupe,6
69e76fb036566621a8d7901c,EX1,Isopp,0,Suivi du poids toutes les deux semaines,suivi_poids_et_clinique,1
69e76fb036566621a8d7901c,EX1,Isopp,0,Transition alimentaire sur 6 jours,transition_alimentaire,1
69e76fb036566621a8d7901c,EX1,Isopp,0,Gamelle anti-glouton,distribution_repas,1
69e76fb036566621a8d7901c,EX1,Isopp,0,Répartir les repas dans la journée,distribution_repas,1
69e76fb036566621a8d7901c,EX2,Mochi,0,Suivi du poids toutes les deux semaines,suivi_poids_et_clinique,1
69e76fb036566621a8d7901c,EX2,Mochi,0,Transition alimentaire sur 6 jours,transition_alimentaire,1
69e76fb036566621a8d7901c,EX2,Mochi,0,Répartir les repas sur la journée,distribution_repas,1
69e76fbf856a68218958df74,EX1,Isopp,0,"passer sur la gamme saciety, avec une transition sur 6 jours (1/4 de nouvelles croquettes pendant 2 jours, puis 1/2 et les deux dernier jours faire 3/4)",transition_alimentaire,1
69e76fbf856a68218958df74,EX1,Isopp,0,possibilité d'ajouter des courgettes dans la ration pour la saciété,,0
69e76fbf856a68218958df74,EX2,Mochi,0,donner le repas en plusieur fois dans la journée,distribution_repas,1
69e76fc8aaba882197210f7c,EX1,Isopp,0,Effectuer une transition alimentaire sur 6 jours :,transition_alimentaire,1
69e76fc8aaba882197210f7c,EX1,Isopp,0,"2 jours 3/4 ancienne ration, 1/4 nouvelle",transition_alimentaire,1
69e76fc8aaba882197210f7c,EX1,Isopp,0,2 jours avec une moitié de chaque,,0
69e76fc8aaba882197210f7c,EX1,Isopp,0,2 jours 1/4 ancienne ration 3/4 nouvelle,transition_alimentaire,1
69e76fc8aaba882197210f7c,EX1,Isopp,0,Effectuer un suivi régulier du poids (toutes les 2 semaines environ) afin de suivre la perte de poids,suivi_poids_et_clinique;objectif_poids,2
69e76fc8aaba882197210f7c,EX1,Isopp,0,Diviser la ration en 2 ou 3 repas quotidien,distribution_repas,1
69e76fc8aaba882197210f7c,EX2,Mochi,0,Effectuer une transition alimentaire sur une semaine en introduisant porgressivement la ration ménagère,transition_alimentaire,1
69e76fc8aaba882197210f7c,EX2,Mochi,0,Cuire la viande à la vapeur et cuire le riz deux fois plus longtemps que pour la consommation humaine,cuisson,1
69e76fc8aaba882197210f7c,EX2,Mochi,0,Essayer de cacher de la nourriture dans des jeux afin d'occuper le chat,activite_physique,1
69e76fc8aaba882197210f7c,EX2,Mochi,0,Diviser la ration en plusieurs petits repas dans la journée,distribution_repas,1
69e76fdc36566621a8d790e5,EX1,Isopp,0,Réaliser une transition alimentaire sur une semaine,transition_alimentaire,1
69e76fdc36566621a8d790e5,EX1,Isopp,0,Proposer la ration en 2 à 3 fois par jour,distribution_repas,1
69e76fdc36566621a8d790e5,EX1,Isopp,0,Réaliser un suivi de poids de Isopp toutes les deux semaines,suivi_poids_et_clinique,1
69e76fdc36566621a8d790e5,EX2,Mochi,0,Réaliser une transition alimentaire d'une semaine avec l'alimentation actuelle,transition_alimentaire,1
69e76fdc36566621a8d790e5,EX2,Mochi,0,Proposer la ration en plusieurs distributions par jour,distribution_repas,1
69e76fdc36566621a8d790e5,EX2,Mochi,0,Proposer des jeux pour occuper Mochi,activite_physique,1
69e76fdc36566621a8d790e5,EX2,Mochi,0,Réaliser un suivi de poids pour s'assurer de la correspondance de la ration avec les besoins de Mochi,suivi_poids_et_clinique,1
69e76fe0856a68218958e009,EX1,Isopp,0,on réalisera un suivi du poids d’Isopp toutes les 2 semaines,suivi_poids_et_clinique,1
69e76fe0856a68218958e009,EX1,Isopp,0,Mettre en place une gamelle anti-glouton,distribution_repas,1
69e76fe0856a68218958e009,EX1,Isopp,0,Diviser les repas en 2 ou 3 fois,distribution_repas,1
69e76fe0856a68218958e009,EX1,Isopp,0,Réaliser une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76fe0856a68218958e009,EX2,Mochi,0,Bien cuire le riz (2 fois plus que pour l’Homme),cuisson,1
69e76fe0856a68218958e009,EX2,Mochi,0,Répartir le repas sur la journée,distribution_repas,1
69e76fe0856a68218958e009,EX2,Mochi,0,Transition alimentaire sur quelques jours,transition_alimentaire,1
69e76fe0856a68218958e009,EX2,Mochi,0,Réaliser un suivi du poids,suivi_poids_et_clinique,1
69e76fe0856a68218958e009,EX2,Mochi,0,Ajouter les vitamines et les huiles en fin de cuisson pour préserver leurs propriétés,cuisson;complementation_cmv,2
69e76fff36566621a8d79173,EX1,Isopp,0,"La ration actuelle d'Isopp était trop dense en énergie pour lui, les croquettes étant pour animaux entier",justification_clinique,1
69e76fff36566621a8d79173,EX1,Isopp,0,"Ces nouvelles croquettes sont moins denses en énergie et plus riche en protéine, ce qui devrait aider pour sa perte de poids et sa satiété",objectif_poids;satiete_appetit,2
69e76fff36566621a8d79173,EX1,Isopp,0,Faire une transition alimentaire sur 6 jours,transition_alimentaire,1
69e76fff36566621a8d79173,EX1,Isopp,0,Suivre le poids toutes les semaines,suivi_poids_et_clinique,1
69e76fff36566621a8d79173,EX1,Isopp,0,Humidifier l'alimentation pour aider à la satiété,preparation_recette;satiete_appetit,2
69e76fff36566621a8d79173,EX2,Mochi,0,Faire une transition alimentaire sur 6 jours. Il faut veiller à bien cuire l'ensemble des ingrédients à l'eau. Le riz doit être cuit deux fois plus longtemps que pour les humains,transition_alimentaire;cuisson,2
69e7700caaba8821972110ca,EX1,Isopp,0,Faire une transition alimentaire en 6 jours,transition_alimentaire,1
69e7700caaba8821972110ca,EX1,Isopp,0,Faire un suivi chez le vétérinaire ou au moins un suivi du poids toutes les deux semaines,suivi_poids_et_clinique,1
69e7700caaba8821972110ca,EX1,Isopp,0,Humidifier les croquettes,preparation_recette,1
69e7700caaba8821972110ca,EX1,Isopp,0,Diviser les repas en 2 fois par jour,distribution_repas,1
69e7700caaba8821972110ca,EX2,Mochi,0,Cuire le poisson et le riz à l'eau,cuisson,1
69e7700caaba8821972110ca,EX2,Mochi,0,Faire cuire le riz deux fois plus longtemps que pour les humains,cuisson,1
69e7700caaba8821972110ca,EX2,Mochi,0,Diviser le repas en deux repas par jour,distribution_repas,1
69e7701236566621a8d791c2,EX1,Isopp,0,Répartir la ration sur plusieurs repas par jour,distribution_repas,1
69e7701236566621a8d791c2,EX1,Isopp,0,Réaliser une transition alimentaire sur 6 jours,transition_alimentaire,1
69e7701236566621a8d791c2,EX1,Isopp,0,Utiliser des gamelles anti-glouton,distribution_repas,1
69e7701236566621a8d791c2,EX1,Isopp,0,Possible d'humidifier la ration ou de rajouter des courgettes pour la saciété,preparation_recette,1
69e7701236566621a8d791c2,EX2,Mochi,0,"Cuire les aliments à l'eau, sans sel. Pour le riz, cuire 2 fois plus que pour un humain",cuisson,1
69e7701236566621a8d791c2,EX2,Mochi,0,Réaliser une transition alimentaire sur 6 jours,transition_alimentaire,1
69e7701f36566621a8d791f3,EX1,Isopp,0,"Je conseil, comme nouvelle ration, les croquettes satiety de chez royal canin, 325 g/Jour",transition_alimentaire,1
69e7701f36566621a8d791f3,EX1,Isopp,0,"Je conseil d’effectuer une transition alimentaire pendant 5 jours, de donner la ration sur plusieurs repas, et de faire un suivit de poids de l’animal en le pesant toutes les deux semaines",transition_alimentaire;distribution_repas,2
69e7701f36566621a8d791f3,EX2,Mochi ,0,"Pour la préparation de la ration alimentaire, il faut faire cuire le riz et le colin dans l’eau",cuisson,1
69e7701f36566621a8d791f3,EX2,Mochi ,0,"Attention, pour le riz, il faut faire cuire deux fois plus longtemps que pour nous",cuisson,1
69e7701f36566621a8d791f3,EX2,Mochi ,0,"Je conseils aussi une transition alimentaire durant 5 jours, et un suivit de poid toutes les deux semaines",transition_alimentaire,1
69e77027856a68218958e148,EX1,Isopp,0,il faudra réaliser une transition alimentaire sur au moins 1 semaine ( 25% nouvelles croquettes et 75% des anciennes pour J1 à 3 puis 50/50 des deux paquets à J4-J5 et puis 75% des nouvelles et 25% des anciennes à J6 et J7 pour finir après J7 passer à 100% des nouvelles),transition_alimentaire,1
69e77027856a68218958e148,EX1,Isopp,0,Mettre en place une gamelle antiglouton pour ralentir la prise de repas,distribution_repas,1
69e77027856a68218958e148,EX1,Isopp,0,Un suivi de poids devra être fait régulièrement pour adapter la ration si besoin,suivi_poids_et_clinique,1
69e77027856a68218958e148,EX2,Mochi,1,possibilité de faire une transition alimentaire mais ce n'est pas obligatoire,transition_alimentaire,1
69e77027856a68218958e148,EX2,Mochi,1,diviser la ration en plusieurs petits repas afin d'éviter que l'aliment reste à l'air,distribution_repas,1
69e77027856a68218958e148,EX2,Mochi,1,étapes de préparation et conseils :,,0
69e77027856a68218958e148,EX2,Mochi,1,faire cuire le riz plus que pour une ration humaine à l'autcuiseur à riz,cuisson,1
69e77027856a68218958e148,EX2,Mochi,1,faire cuire le poisson et les légumes à l'autocuiseur,cuisson,1
69e77027856a68218958e148,EX2,Mochi,1,ajouter l'huile et les vitamines à la fin de la préparation,complementation_cmv,1
69e77029aaba88219721115e,EX1,Isopp,0,"Passer aux croquettes Royal Canin Satiety, 365g de croquettes par jour",,0
69e77029aaba88219721115e,EX1,Isopp,0,"Réaliser une transition alimentaire sur 6 jours (en rajoutant au fur et à mesure les nouvelles croquettes tout en diminuant parallèlement les anciennes), ainsi qu'un suivi régulier du poids, et un contrôle vétérinaire dans 1 à 2 mois",transition_alimentaire;suivi_poids_et_clinique,2
69e77029aaba88219721115e,EX1,Isopp,0,Réaliser deux à trois repas par jours,,0
69e77029aaba88219721115e,EX1,Isopp,0,"(Si possible, faire faire un peu d'activité au chien)",activite_physique,1
69e77029aaba88219721115e,EX2,Mochi,0,"Cuire les courgettes et le poulet à la vapeur, le riz blanc à l'eau",cuisson,1
69e77029aaba88219721115e,EX2,Mochi,0,Ajouter le Vit'i5 ainsi que l'huile de colza à la fin,complementation_cmv,1
69e77029aaba88219721115e,EX2,Mochi,0,"Réaliser plusieurs repas (10-12) par jour, avec des jeux ludiques (70% de cachettes faciles, 30% de plus difficile) si possible",distribution_repas;activite_physique,2
69e7702baaba882197211193,EX1,Isopp,0,"Changement de gamme de croquette : Royal Canin Satiety. Cette nouvelle ration permet de couvrir les besoins énergétiques d'Isopp, en étant moins dense énergétiquement parlant",transition_alimentaire;justification_clinique,2
69e7702baaba882197211193,EX1,Isopp,0,La ration augmente afin de résoudre le problème de satiété,satiete_appetit,1
69e7702baaba882197211193,EX1,Isopp,0,Pour le changement de ration :,transition_alimentaire,1
69e7702baaba882197211193,EX1,Isopp,0,2 jours avec 1 quart de la nouvelle ration et 3 quarts de l'ancienne,transition_alimentaire,1
69e7702baaba882197211193,EX1,Isopp,0,2 jours avec la moitié de la nouvelle ration et la moitié de l'ancienne,transition_alimentaire,1
69e7702baaba882197211193,EX1,Isopp,0,2 jours avec 3 quarts de la nouvelle ration et 1 quart de l'ancienne,transition_alimentaire,1
69e7702baaba882197211193,EX2,Mochi ,0,Ration ménagère pour Mochi avec :,,0
69e7702baaba882197211193,EX2,Mochi ,0,Source de protéine : lieu/colin cru,cuisson,1
69e7702baaba882197211193,EX2,Mochi ,0,Source de fibre : haricot vert,,0
69e7702baaba882197211193,EX2,Mochi ,0,Source d'énergie : riz blanc cru,cuisson,1
69e7702baaba882197211193,EX2,Mochi ,0,Source de lipides : huile de colza,,0
69e7702baaba882197211193,EX2,Mochi ,0,Vitamines : Viti5,complementation_cmv,1
69e7702c36566621a8d7927f,EX1,Isopp,0,Réaliser une transition alimentaire de 1 semaine,transition_alimentaire,1
69e7702c36566621a8d7927f,EX1,Isopp,0,Répartir la ration en 2 à 3 repas par jour,distribution_repas,1
69e7702c36566621a8d7927f,EX1,Isopp,0,Mettre les croquettes dans des jeux et des gamelles anti glouton,distribution_repas;activite_physique,2
69e7702c36566621a8d7927f,EX1,Isopp,0,Faire un suivi du poids de l'animal (normalement diminution du poids),suivi_poids_et_clinique,1
69e7702c36566621a8d7927f,EX2,Mochi,0,Réaliser une transition alimentaire,transition_alimentaire,1
69e7702c36566621a8d7927f,EX2,Mochi,0,"Cuire le poulet et le riz à l'eau (2 fois plus longtemps que le temps de cuisson du riz de base) puis ajouter l'huile, les haricots et le Vit'i5 après",cuisson;ordre_ingredients;complementation_cmv,3
69e7702c36566621a8d7927f,EX2,Mochi,0,Séparer en plusieurs repas sur la journée,distribution_repas,1
69e7702c36566621a8d7927f,EX2,Mochi,0,Faire un suivi du poids,suivi_poids_et_clinique,1
69e7703436566621a8d792ce,EX1,Isopp,0,Donner la ration en plusieurs repas,distribution_repas,1
69e7703436566621a8d792ce,EX1,Isopp,0,Faire une transition alimentaire sur 6 jours,transition_alimentaire,1
69e7703436566621a8d792ce,EX1,Isopp,0,Donner la ration dans une gamelle anti-glouton,distribution_repas,1
69e7703436566621a8d792ce,EX1,Isopp,0,Faire un suivi du poid de l'animal toutes les semaines ou deux semaines,suivi_poids_et_clinique,1
69e7703436566621a8d792ce,EX2,Mochi,0,Transition alimentaire sur 6 jours conseillée,transition_alimentaire,1
69e7703436566621a8d792ce,EX2,Mochi,0,Donner la rations en plusieurs repas répartis sur la journée,distribution_repas,1
69e7703436566621a8d792ce,EX2,Mochi,0,Faire un suivi du poid de l'animal toutes les deux semaines,suivi_poids_et_clinique,1
69e7703436566621a8d792d2,EX1,Isopp,0,"Réaliser une transition alimentaire avec la nouvelle ration. Utiliser une gamelle anti-glouton, et proposer des jeux pour éviter une prise alimentaire trop rapide",transition_alimentaire;distribution_repas;activite_physique,3
69e7703436566621a8d792d2,EX1,Isopp,0,Un suivi de poids doit être réalisé (1 fois par semaine),suivi_poids_et_clinique,1
69e7703436566621a8d792d2,EX2,Mochi,0,"Surtout bien cuire le poulet, et le riz (deux fois plus longtemps que d'habitude)",cuisson,1
69e7703436566621a8d792d2,EX2,Mochi,0,Réaliser une transition alimentaire avec l'ancienne ration,transition_alimentaire,1
69e7703436566621a8d792d2,EX2,Mochi,0,Réaliser un suivi du poids,suivi_poids_et_clinique,1
69e7703daaba882197211220,EX1,Isopp,0,diviser la ration en 3 repas et les repartir sur la journée,distribution_repas,1
69e7703daaba882197211220,EX1,Isopp,0,mettre la nourriture dans des jeux pour augmenter la durée de la prise alimentaire,activite_physique,1
69e7703daaba882197211220,EX1,Isopp,0,transition alimentaire en 7jours vers les nouvelles croquettes,transition_alimentaire,1
69e7703daaba882197211220,EX1,Isopp,0,suivre le poids toutes les semaines,suivi_poids_et_clinique,1
69e7703daaba882197211220,EX2,Mochi,0,diviser la ration sur plusieurs repas dans la journée,distribution_repas,1
69e7703daaba882197211220,EX2,Mochi,0,suivre le poids toutes les 2 semaines,suivi_poids_et_clinique,1
69e7703e856a68218958e1ff,EX1,Isopp,0,Donner 2 repas par jour,distribution_repas,1
69e7703e856a68218958e1ff,EX1,Isopp,0,1 repas = les corquettes + 1/4 de boîte aliment humide (satiété),satiete_appetit,1
69e7703e856a68218958e1ff,EX1,Isopp,0,Réaliser un suivi de poids toutes les deux semaines,suivi_poids_et_clinique,1
69e7703e856a68218958e1ff,EX1,Isopp,0,Transition alimentaire sur 1 semaine,transition_alimentaire,1
69e7703e856a68218958e1ff,EX1,Isopp,0,Envisager une gamelle anti-glouton,distribution_repas,1
69e7703e856a68218958e1ff,EX2,Mochi,0,Suivi du poids de l'animal,suivi_poids_et_clinique,1
69e7703e856a68218958e1ff,EX2,Mochi,0,Transition alimentaire,transition_alimentaire,1
69e7703e856a68218958e1ff,EX2,Mochi,0,Enrichir tout de même le milieu avec des jeux (croquettes/friandises),activite_physique,1
69e7703eaaba88219721122d,EX1,Isopp,0,"faire une transition alimentaire sur 6 jours, distribuer la ration en plusieurs repas (2 ou 3), suivre régulièrement le poids de l'animal (peser toutes les 2 semaines)",transition_alimentaire;distribution_repas;suivi_poids_et_clinique,3
69e7703eaaba88219721122d,EX2,Mochi,0,"Faire une transition alimentaire, distribuer en plusieurs repas dans la journée, suivre le poids en pesant régulièrement",transition_alimentaire;distribution_repas;suivi_poids_et_clinique,3
69e77041856a68218958e21c,EX1,Isopp,0,Contrôle de la perte de poids dans 2 semaines pour prévoir ou non un réajustement de la ration,objectif_poids,1
69e77041856a68218958e21c,EX1,Isopp,0,Faire la transition alimentaire sur 6 jours,transition_alimentaire,1
69e7704836566621a8d79344,EX1,Isopp,0,Faire un suivi du poids (pesée toutes les deux semaines),suivi_poids_et_clinique,1
69e7704836566621a8d79344,EX1,Isopp,0,Faire une transition alimentaire sur plusieurs jours,transition_alimentaire,1
69e7704836566621a8d79344,EX1,Isopp,0,Humidifier les croquettes,preparation_recette,1
69e7704836566621a8d79344,EX1,Isopp,0,Donner la ration en plusieurs repas par jour,distribution_repas,1
69e7704836566621a8d79344,EX2,Mochi,0,effectuer une transition alimentaire sur plusieurs jours,transition_alimentaire,1
69e7704836566621a8d79344,EX2,Mochi,0,cuire le riz et le poisson à l'eau ; cuisson du riz deux fois plus longue que pour les humains,cuisson,1
69e7704836566621a8d79344,EX2,Mochi,0,servir en plusieurs repas par jour,distribution_repas,1
69e7704836566621a8d79344,EX2,Mochi,0,faire un suivi du poids,suivi_poids_et_clinique,1
69e77049856a68218958e247,EX1,Isopp,0,"Faire un suivi de poids, faire une transition alimentaire, utiliser une gamelle anti-glouton, répartir la ration en plusieurs repas dans la journée",transition_alimentaire;distribution_repas;suivi_poids_et_clinique,3
69e77049856a68218958e247,EX2,Mochi,0,"Faire un suivi du poids, faire une transition alimentaire",transition_alimentaire;suivi_poids_et_clinique,2
69e77049856a68218958e247,EX2,Mochi,0,Cuisson à l'eau et deux fois plus longue que normalement (autocuiseur mode sushi si possible),cuisson,1
69e77049856a68218958e247,EX2,Mochi,0,Rajouter l'huile de colza et le Vit i 5 APRÈS la cuisson,cuisson;complementation_cmv,2
69e7704faaba882197211282,EX2,Mochi,0,Cuisson : À l’eau pour le riz et le poisson,cuisson,1
69e7704faaba882197211282,EX2,Mochi,0,Bien cuire le riz,cuisson,1
69e7704faaba882197211282,EX2,Mochi,0,Servir entre 27 et 30 degrés,,0
69e7704faaba882197211282,EX2,Mochi,0,À répartir sur plusieurs repas dans la journée,distribution_repas,1
