bin,exam_exercise,animal,consult_idx,n_lines,categories_detected,activite_physique,aspects_sociaux,complementation_cmv,cuisson,distribution_repas,enrichissement_environnement,hydratation_eau,interdits_aliments,justification_clinique,morceaux_decoupe,objectif_poids,ordre_ingredients,preparation_recette,satiete_appetit,suivi_poids_et_clinique,transition_alimentaire,text
69e76f5e36566621a8d78ec9,EX1,Isopp,0,2,distribution_repas;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"- transition alimentaire pendant 6jours
- diviser la ration et la donner en plusieurs fois"
69e76f5e36566621a8d78ec9,EX2,Mochi,0,3,cuisson;distribution_repas;transition_alimentaire,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"- conseil de cuisson : cuire le riz, les haricots et le poisson à l'eau et à la vapeur (attention le riz doit cuire 2 fois plus longtemps que chez les humains)
- transition alimentaire pendant 6jours
- diviser les rations et les donner en plusieurs fois"
69e76f68aaba882197210dec,EX2,Mochi,0,6,cuisson;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"Conseils pour la préparation : 
- Faire cuire le poulet et le riz à l'eau (deux fois plus que pour nous pour le riz) 
- Faire cuire les haricots à la vapeur 

Transition alimentaire sur 6 jours 
Suivi du poids toutes les deux semaines 
Diviser la ration pour une prise en plusieurs fois dans la journée"
69e76f68aaba882197210dec,EX1,Isopp,0,3,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Réaliser un suivi de poids toutes les deux semaines
Faire une transition alimentaire sur 6 jours
Fractionner la ration en plusierus fois dans la journée (idéalement 3)"
69e76f84856a68218958de62,Ex1,Isopp,0,6,aspects_sociaux;objectif_poids;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Ration actuelle trop riche énergétiquement. La ration est pauvre en protéines ce qui peut expliquer le comportement ""glouton"" du chien qui ne ressent pas de sentiment de satiété. On cherche un aliment moins dense en énergie et plus protéiné. On veut une perte de poid mais trop brutalement. La transition alimentaire se fait sur 10 jours, on favorise une prise sociale, on peut humidifié si l'appétence est moindre (on a moins de lipides dans la nouvelle ration). On fait un suivi du poids tous les 15 jours pour voir s'il faut rajuster la ration."
69e76f84856a68218958de62,EX2,Mochi ,0,1,cuisson;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Attention à cuire plus longtemps les éléments que pour un être humain. La transition alimentaire doit se faire sur 10 jours et on fait un suivi du poid.
69e76f94aaba882197210e96,EX1,Isopp,0,2,suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Transition alimentaire sur 6 jours
Suivi du poids"
69e76f94aaba882197210e96,EX2,Mochi,0,3,cuisson;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Cuisson à l'eau pour le colin, les haricots et le riz. Faire cuire le riz deux fois plus longtemps que pour une consommation humaine
Pas de transition alimentaire
Suivi de poids"
69e76fa6aaba882197210ef5,EX1,Isopp,0,1,hydratation_eau;morceaux_decoupe;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,"Découper la ration en trois repas, faire un suivi de poids toutes les deux semaines (avec les ASV ou le vétérinaire), utiliser des gamelles anti-gloutons ou autres jouets pour rallonger et complexifier la prise alimentaire, eau à volonté, faire une transition alimentaire sur 6j"
69e76fa6aaba882197210ef5,EX2,Mochi,0,1,cuisson;distribution_repas;hydratation_eau;morceaux_decoupe;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,"Cuire le poisson et le riz à l'eau (cuire le riz deux fois plus longtemps que chez l'homme), faire une transition alimentaire sur 6j, faire un suivi avec le vétérinaire (ou une ASV), découper la ration en plusieurs repas, eau à volonté"
69e76fb036566621a8d7901c,EX1,Isopp,0,4,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"- Suivi du poids toutes les deux semaines
- Transition alimentaire sur 6 jours
- Gamelle anti-glouton
- Répartir les repas dans la journée"
69e76fb036566621a8d7901c,EX2,Mochi,0,3,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"- Suivi du poids toutes les deux semaines
- Transition alimentaire sur 6 jours 
- Répartir les repas sur la journée"
69e76fbf856a68218958df74,EX1,Isopp,0,2,transition_alimentaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"passer sur la gamme saciety, avec une transition sur 6 jours (1/4 de nouvelles croquettes pendant 2 jours, puis 1/2 et les deux dernier jours faire 3/4).
possibilité d'ajouter des courgettes dans la ration pour la saciété."
69e76fbf856a68218958df74,EX2,Mochi,0,1,distribution_repas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,donner le repas en plusieur fois dans la journée
69e76fc8aaba882197210f7c,EX1,Isopp,0,6,distribution_repas;objectif_poids;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"Effectuer une transition alimentaire sur 6 jours : 
2 jours 3/4 ancienne ration, 1/4 nouvelle
2 jours avec une moitié de chaque
2 jours 1/4 ancienne ration 3/4 nouvelle

Effectuer un suivi régulier du poids (toutes les 2 semaines environ) afin de suivre la perte de poids

Diviser la ration en 2 ou 3 repas quotidien"
69e76fc8aaba882197210f7c,EX2,Mochi,0,4,activite_physique;cuisson;distribution_repas;transition_alimentaire,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Effectuer une transition alimentaire sur une semaine en introduisant porgressivement la ration ménagère 

Cuire la viande à la vapeur et cuire le riz deux fois plus longtemps que pour la consommation humaine

Essayer de cacher de la nourriture dans des jeux afin d'occuper le chat

Diviser la ration en plusieurs petits repas dans la journée"
69e76fdc36566621a8d790e5,EX1,Isopp,0,3,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Réaliser une transition alimentaire sur une semaine 
Proposer la ration en 2 à 3 fois par jour 
Réaliser un suivi de poids de Isopp toutes les deux semaines"
69e76fdc36566621a8d790e5,EX2,Mochi,0,4,activite_physique;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Réaliser une transition alimentaire d'une semaine avec l'alimentation actuelle
Proposer la ration en plusieurs distributions par jour 
Proposer des jeux pour occuper Mochi 
Réaliser un suivi de poids pour s'assurer de la correspondance de la ration avec les besoins de Mochi"
69e76fe0856a68218958e009,EX1,Isopp,0,4,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"on réalisera un suivi du poids d’Isopp toutes les 2 semaines 
Mettre en place une gamelle anti-glouton.
Diviser les repas en 2 ou 3 fois.
Réaliser une transition alimentaire sur 6 jours."
69e76fe0856a68218958e009,EX2,Mochi,0,5,complementation_cmv;cuisson;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Bien cuire le riz (2 fois plus que pour l’Homme)
Répartir le repas sur la journée.
Transition alimentaire sur quelques jours.
Réaliser un suivi du poids.
Ajouter les vitamines et les huiles en fin de cuisson pour préserver leurs propriétés."
69e76fff36566621a8d79173,EX1,Isopp,0,5,justification_clinique;objectif_poids;preparation_recette;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,"La ration actuelle d'Isopp était trop dense en énergie pour lui, les croquettes étant pour animaux entier. Ces nouvelles croquettes sont moins denses en énergie et plus riche en protéine, ce qui devrait aider pour sa perte de poids et sa satiété. Faire une transition alimentaire sur 6 jours. Suivre le poids toutes les semaines. Humidifier l'alimentation pour aider à la satiété."
69e76fff36566621a8d79173,EX2,Mochi,0,1,cuisson;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Faire une transition alimentaire sur 6 jours. Il faut veiller à bien cuire l'ensemble des ingrédients à l'eau. Le riz doit être cuit deux fois plus longtemps que pour les humains.
69e7700caaba8821972110ca,EX1,Isopp,0,4,distribution_repas;preparation_recette;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"Faire une transition alimentaire en 6 jours
Faire un suivi chez le vétérinaire ou au moins un suivi du poids toutes les deux semaines
Humidifier les croquettes
Diviser les repas en 2 fois par jour"
69e7700caaba8821972110ca,EX2,Mochi,0,3,cuisson;distribution_repas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Cuire le poisson et le riz à l'eau
Faire cuire le riz deux fois plus longtemps que pour les humains
Diviser le repas en deux repas par jour"
69e7701236566621a8d791c2,EX1,Isopp,0,4,distribution_repas;preparation_recette;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"- Répartir la ration sur plusieurs repas par jour.
- Réaliser une transition alimentaire sur 6 jours.
- Utiliser des gamelles anti-glouton.
- Possible d'humidifier la ration ou de rajouter des courgettes pour la saciété."
69e7701236566621a8d791c2,EX2,Mochi,0,2,cuisson;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"- Cuire les aliments à l'eau, sans sel. Pour le riz, cuire 2 fois plus que pour un humain.
- Réaliser une transition alimentaire sur 6 jours."
69e7701f36566621a8d791f3,EX1,Isopp,0,2,distribution_repas;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Je conseil, comme nouvelle ration, les croquettes satiety de chez royal canin, 325 g/Jour. Je conseil d’effectuer une transition alimentaire pendant 5 jours, de donner la ration sur plusieurs repas, et de faire un suivit de poids de l’animal en le pesant toutes les deux semaines."
69e7701f36566621a8d791f3,EX2,Mochi ,0,3,cuisson;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Pour la préparation de la ration alimentaire, il faut faire cuire le riz et le colin dans l’eau. Attention, pour le riz, il faut faire cuire deux fois plus longtemps que pour nous. Je conseils aussi une transition alimentaire durant 5 jours, et un suivit de poid toutes les deux semaines."
69e77027856a68218958e148,EX1,Isopp,0,3,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"il faudra réaliser une transition alimentaire sur au moins 1 semaine ( 25% nouvelles croquettes et 75% des anciennes pour J1 à 3 puis 50/50 des deux paquets à J4-J5 et puis 75% des nouvelles et 25% des anciennes à J6 et J7 pour finir après J7 passer à 100% des nouvelles) 
Mettre en place une gamelle antiglouton pour ralentir la prise de repas 
Un suivi de poids devra être fait régulièrement pour adapter la ration si besoin."
69e77027856a68218958e148,EX2,Mochi,1,6,complementation_cmv;cuisson;distribution_repas;transition_alimentaire,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"possibilité de faire une transition alimentaire mais ce n'est pas obligatoire 
diviser la ration en plusieurs petits repas afin d'éviter que l'aliment reste à l'air 

étapes de préparation et conseils : 
- faire cuire le riz plus que pour une ration humaine à l'autcuiseur à riz
-faire cuire le poisson et les légumes à l'autocuiseur 
-ajouter l'huile et les vitamines à la fin de la préparation"
69e77029aaba88219721115e,EX1,Isopp,0,4,activite_physique;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Passer aux croquettes Royal Canin Satiety, 365g de croquettes par jour. 
Réaliser une transition alimentaire sur 6 jours (en rajoutant au fur et à mesure les nouvelles croquettes tout en diminuant parallèlement les anciennes), ainsi qu'un suivi régulier du poids, et un contrôle vétérinaire dans 1 à 2 mois. 
Réaliser deux à trois repas par jours. 
(Si possible, faire faire un peu d'activité au chien)."
69e77029aaba88219721115e,EX2,Mochi,0,3,activite_physique;complementation_cmv;cuisson;distribution_repas,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Cuire les courgettes et le poulet à la vapeur, le riz blanc à l'eau. 
Ajouter le Vit'i5 ainsi que l'huile de colza à la fin. 
Réaliser plusieurs repas (10-12) par jour, avec des jeux ludiques (70% de cachettes faciles, 30% de plus difficile) si possible."
69e7702baaba882197211193,EX1,Isopp,0,6,justification_clinique;satiete_appetit;transition_alimentaire,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Changement de gamme de croquette : Royal Canin Satiety. Cette nouvelle ration permet de couvrir les besoins énergétiques d'Isopp, en étant moins dense énergétiquement parlant. 
La ration augmente afin de résoudre le problème de satiété. 
Pour le changement de ration : 
2 jours avec 1 quart de la nouvelle ration et 3 quarts de l'ancienne 
2 jours avec la moitié de la nouvelle ration et la moitié de l'ancienne 
2 jours avec 3 quarts de la nouvelle ration et 1 quart de l'ancienne"
69e7702baaba882197211193,EX2,Mochi ,0,6,complementation_cmv;cuisson,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ration ménagère pour Mochi avec : 
Source de protéine : lieu/colin cru 
Source de fibre : haricot vert 
Source d'énergie : riz blanc cru 
Source de lipides : huile de colza 
Vitamines : Viti5"
69e7702c36566621a8d7927f,EX1,Isopp,0,4,activite_physique;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Réaliser une transition alimentaire de 1 semaine.
Répartir la ration en 2 à 3 repas par jour.
Mettre les croquettes dans des jeux et des gamelles anti glouton.
Faire un suivi du poids de l'animal (normalement diminution du poids)."
69e7702c36566621a8d7927f,EX2,Mochi,0,4,complementation_cmv;cuisson;distribution_repas;ordre_ingredients;suivi_poids_et_clinique;transition_alimentaire,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,"Réaliser une transition alimentaire.
Cuire le poulet et le riz à l'eau (2 fois plus longtemps que le temps de cuisson du riz de base) puis ajouter l'huile, les haricots et le Vit'i5 après.
Séparer en plusieurs repas sur la journée.
Faire un suivi du poids."
69e7703436566621a8d792ce,EX1,Isopp,0,4,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Donner la ration en plusieurs repas. 
Faire une transition alimentaire sur 6 jours. 
Donner la ration dans une gamelle anti-glouton. 
Faire un suivi du poid de l'animal toutes les semaines ou deux semaines."
69e7703436566621a8d792ce,EX2,Mochi,0,3,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Transition alimentaire sur 6 jours conseillée. 
Donner la rations en plusieurs repas répartis sur la journée. 
Faire un suivi du poid de l'animal toutes les deux semaines."
69e7703436566621a8d792d2,EX1,Isopp,0,2,activite_physique;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Réaliser une transition alimentaire avec la nouvelle ration. Utiliser une gamelle anti-glouton, et proposer des jeux pour éviter une prise alimentaire trop rapide. 
Un suivi de poids doit être réalisé (1 fois par semaine)."
69e7703436566621a8d792d2,EX2,Mochi,0,3,cuisson;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Surtout bien cuire le poulet, et le riz (deux fois plus longtemps que d'habitude). 
Réaliser une transition alimentaire avec l'ancienne ration. 
Réaliser un suivi du poids."
69e7703daaba882197211220,EX1,Isopp,0,4,activite_physique;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"- diviser la ration en 3 repas et les repartir sur la journée
- mettre la nourriture dans des jeux pour augmenter la durée de la prise alimentaire 
- transition alimentaire en 7jours vers les nouvelles croquettes
- suivre le poids toutes les semaines"
69e7703daaba882197211220,EX2,Mochi,0,2,distribution_repas;suivi_poids_et_clinique,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"- diviser la ration sur plusieurs repas dans la journée
- suivre le poids toutes les 2 semaines"
69e7703e856a68218958e1ff,EX1,Isopp,0,5,distribution_repas;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Donner 2 repas par jour.
1 repas = les corquettes + 1/4 de boîte aliment humide (satiété).
Réaliser un suivi de poids toutes les deux semaines.
Transition alimentaire sur 1 semaine.
Envisager une gamelle anti-glouton."
69e7703e856a68218958e1ff,EX2,Mochi,0,3,activite_physique;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Suivi du poids de l'animal.
Transition alimentaire.
Enrichir tout de même le milieu avec des jeux (croquettes/friandises)."
69e7703eaaba88219721122d,EX1,Isopp,0,1,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"faire une transition alimentaire sur 6 jours, distribuer la ration en plusieurs repas (2 ou 3), suivre régulièrement le poids de l'animal (peser toutes les 2 semaines)"
69e7703eaaba88219721122d,EX2,Mochi,0,1,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Faire une transition alimentaire, distribuer en plusieurs repas dans la journée, suivre le poids en pesant régulièrement"
69e77041856a68218958e21c,EX1,Isopp,0,2,objectif_poids;transition_alimentaire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Contrôle de la perte de poids dans 2 semaines pour prévoir ou non un réajustement de la ration.
Faire la transition alimentaire sur 6 jours."
69e7704836566621a8d79344,EX1,Isopp,0,4,distribution_repas;preparation_recette;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"- Faire un suivi du poids (pesée toutes les deux semaines)
- Faire une transition alimentaire sur plusieurs jours
- Humidifier les croquettes
- Donner la ration en plusieurs repas par jour"
69e7704836566621a8d79344,EX2,Mochi,0,4,cuisson;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"- effectuer une transition alimentaire sur plusieurs jours
- cuire le riz et le poisson à l'eau ; cuisson du riz deux fois plus longue que pour les humains
- servir en plusieurs repas par jour
- faire un suivi du poids"
69e77049856a68218958e247,EX1,Isopp,0,1,distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Faire un suivi de poids, faire une transition alimentaire, utiliser une gamelle anti-glouton, répartir la ration en plusieurs repas dans la journée."
69e77049856a68218958e247,EX2,Mochi,0,3,complementation_cmv;cuisson;suivi_poids_et_clinique;transition_alimentaire,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"Faire un suivi du poids, faire une transition alimentaire. Cuisson à l'eau et deux fois plus longue que normalement (autocuiseur mode sushi si possible). Rajouter l'huile de colza et le Vit i 5 APRÈS la cuisson."
69e7704faaba882197211282,EX2,Mochi,0,4,cuisson;distribution_repas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Cuisson : À l’eau pour le riz et le poisson. 
Bien cuire le riz. 
Servir entre 27 et 30 degrés. 
À répartir sur plusieurs repas dans la journée."
69e7704faaba882197211282,EX1,Isopp,0,8,activite_physique;objectif_poids;preparation_recette;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"L’alimentation actuelle d’Isopp entraîne un dépassement du besoin énergétique important ce qui peut expliquer son surpoids. Ses croquettes sont très denses énergétiquement. Ainsi de façon à remplir son besoin énergétique et d’encourager sa satiété, je vous propose une nouvelle ration avec la gamme Satiety de Royal Canin avec la même quantité par jour : 300g. Ces croquettes sont bien moins denses énergétiquement et plus riche en protéines ce qui va encourager la sensation de satiété. Vous pouvez également répartir sa ration sur plus de repas dans la journée et mettre en place une activité physique plus importante. Pour le changement d’alimentation vous pouvez commencer par mélanger les 2 sortes de croquettes puis diminuer la portion des croquettes initiales sur quelque jours. Nous mettrons en place des visites de contrôle pour réaliser le suivi de cette perte de poids et ajuster si besoin les conseils évoqués précédemment. On vise une perte de poids allant de 0,5 à 2% du poids total par semaine."
69e7705e36566621a8d793b2,EX1,Isopp,0,3,suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"D'après l'analyse de la ration actuelle et de l'observation clinique d'Isopp on constate que son alimentation lui apporte trop d'energie, sa ration dépasse son besoin énergétique journalier par conséquent nous devons mettre en place une nouvelle alimentation.
Cette nouvelle alimentation doit être mise en place en effecuant une transition avec l'ancienne alimentation
Un suivi de poids doit être réalisé toutes les 2 semaines"
69e7705e36566621a8d793b2,EX2,Mochi,0,4,complementation_cmv;cuisson;distribution_repas;ordre_ingredients;suivi_poids_et_clinique,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"Cuire le poisson, le riz et les haricot à l'eau (ou à la vapeur), le riz doit être plus longtemps cuit que pour les humains
Ajouter le Viti5 et l'huile de colza après cuisson
Diviser la ration en plusieurs repas dans la journée
Effectuer un suivi de poids toutes les 2 semaines"
69e77062856a68218958e2dc,EX1,Isopp,0,2,suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Faire une transition entre les 2 types de croquettes sur 6 jours : 2 jours à 75% des anciennes croquettes et 25 des nouvelles, puis 2 jours moitié moitié, et enfin 2 jours à 25% des anciennes croquettes et 75 des nouvelles.
Faire un suivi de l'évolution de son poids"
69e77062856a68218958e2dc,EX2,Mochi,0,1,cuisson,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cuire à l'eau le riz 2 fois plus longtemps que pour un humain. Faire une cuisson vapeur pour les courgettes et le colin
69e7706936566621a8d793f0,EX1,Isoop,0,4,activite_physique;distribution_repas;objectif_poids;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"-effectuer une transition alimentaire sur 6 jours (1/3 nouvelles croquettes-2/3 anviennes croquettes pendant 2 joirs, 1/2-1/2 pendant 2 jours , 2/3 nouvelles croquettes-1/3 anciennes croquettes pendant 2 jours)
-proposer l'alimentation dans une gamelle anti glouton ou dans des jeux afin d'augmenter le temps du repas 
-diviser la ration en 2 ou 3 repas répartis sur la journée 
- contrôler le poids le mois qui suit, on devrait observer une perte de poids progressive jusqu'à atteindre 25 kg"
69e7706936566621a8d793f0,EX2,Mochi,0,2,cuisson;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-réaliser une transition alimentaire sur une semaine
-cuire l'ensemble des aliments à la vapeur dans un autocuiseur"
69e7706e856a68218958e325,EX1,Isopp,0,3,satiete_appetit;transition_alimentaire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Densité énergétique de l'aliment actuel trop élevée. La satiété n'est pas atteinte. Le chien prend du poids et est en surpoids.
Changement d'alimentation vers des croquettes moins denses énergétiquement, les Satiety de Royal Canin semblent adaptées. 
Transition sur une à deux semaines petit à petit."
69e7706e856a68218958e325,EX2,Mochi,0,1,cuisson;transition_alimentaire,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Ration à éparpiller dans la journée, cuire le riz 2 fois plus longtemps que pour un humain, cuire la viande à l'eau ou dans un auto-cuiseur avec le riz. Faire la transition sur 6 jours."
69e77074856a68218958e340,EX1,Isopp,0,5,activite_physique;distribution_repas;hydratation_eau;suivi_poids_et_clinique;transition_alimentaire,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"- Transition alimentaire sur 5 jours : 80% anciennes croquettes /20% nouvelles, puis 60/40, 50/50, 40/60, 20/80.
- Donner la ration en plusieurs fois, dans une gamelle anti-glouton
- Disposer de l'eau fraiche à volonté
- Réaliser une activité physique (balade) au moins une fois par jour
- Réaliser des pesées de suivi toutes les 2 semaines"
69e77074856a68218958e340,EX2,Mochi,0,6,complementation_cmv;cuisson;distribution_repas;hydratation_eau;ordre_ingredients;suivi_poids_et_clinique,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,"- Suivi du poids 1 fois toutes les 2 semaines
- Disposer de l'eau fraiche à volonté
- Cuire le poisson à l'eau ou à la vapeur
- Cuire le riz à l'eau le double de temps que pour l'humain (cuisson type sushi)
- Ajouter l'huile de colza et le Vit'i 5 après la cuisson
- Séparer la ration en plusieurs repas sur une journée"
69e7707836566621a8d79459,EX1,Isopp,0,3,distribution_repas;objectif_poids;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"Faire une transition alimentaire 

Diviser la ration en 2 ou 3 repas dans la journée

Suivi de poids dans 2 semaines pour vérifier l'objectif de perte de poids et ajuster la ration"
69e7707836566621a8d79459,EX2,Mochi,0,4,complementation_cmv;cuisson;distribution_repas;ordre_ingredients;transition_alimentaire,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,"Réaliser une transition alimentaire

Cuisson : à l'eau pour le riz et le poisson, cuire le riz deux fois plus longtemps que pour un humain,

Ajouter l'huile et les compléments après cuisson,

Donner repas plusieurs fois dans la journée, à une température entre 25 et 30°C"
69e7707eaaba882197211370,EX1,Isopp,0,3,distribution_repas;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"Transition alimentaire sur 6 jours.
Suivi du poids toutes les semaines.
Utilisation du gamelle anti-glouton pour avoir une prise alimentaire plus longue et réduire la faim."
69e7707eaaba882197211370,EX2,Mochi,0,4,cuisson;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"Faire une transition alimentaire sur 6 jours.
Diviser les repas en plusieurs prises, réparties sur la journée.
Cuisson : cuire le colin, le riz et les haricots à l'eau ( pour le riz, cuire deux fois plus longtemps que pour un humain )
Faire un suivi du poids toutes les deux semaines."
69e7708c36566621a8d794ad,EX1,Isopp,0,7,distribution_repas;objectif_poids;satiete_appetit;suivi_poids_et_clinique;transition_alimentaire,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"Choix de l'aliment : diminution de la valeur énergétique (perte de poids) et augmentation de la quantité de protéines (satiété). 

Transition alimentaire sur minimum 6 jours, possibilité d'humidifer légèrement les croquettes pour augmenter l'appétence. Répartir la ration sur 2-3 repas dans la journée (satiété). Suivi du poids en consultation toutes les deux semaines jusqu'à stabilisation ou évolution du poids (ration à revoir le cas échéant). Le chien a une valeur sociale de l'aliment donc si réticences pendant la transition alimentaire, ne pas hésiter à donner un peu en main propre. Diversifier l'approche de la prise alimentaire en incluant des tapis de fouilles, gamelle anti-glouton... (satiété + stimulation mentale)."
69e7708c36566621a8d794ad,EX2,Mochi,0,6,complementation_cmv;cuisson;distribution_repas;suivi_poids_et_clinique;transition_alimentaire,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Transition alimentaire sur minimum 6 jours. Pour le poulet et le riz : cuisson à la vapeur et pour le riz, cuire 2x plus longtemps que pour un humain. Rajouter ensuite l'huile de colza et le complément minéralo-vitaminé sur la ration cuite. Proposer le repas sur plusieurs portions réparties dans la journée (rythme du chat) entre 27°C-30°C environ, pour que cela ne brûle pas l'animal mais que cela ne cristallise pas non plus. Suivi de poids au moins 2 fois par semaine jusqu'à stabilisation ou évolution du poids (ration à revoir le cas échéant). Si réticence aux légumes, introduire progressivement à hauteur d'une cuillière à café dans la ration et bien l'incorporer."
